html_url,name,url,login,created_at,stars,f0_
https://github.com/symfony/symfony/issues/29843,symfony/symfony,https://api.github.com/repos/symfony/symfony,Remo,2019-01-11 07:34:54 UTC,11275,1
https://github.com/symfony/symfony/issues/29851,symfony/symfony,https://api.github.com/repos/symfony/symfony,nem75,2019-01-11 15:14:46 UTC,11275,1
https://github.com/symfony/symfony/issues/29854,symfony/symfony,https://api.github.com/repos/symfony/symfony,szymach,2019-01-11 16:36:11 UTC,11275,1
https://github.com/symfony/symfony/issues/29845,symfony/symfony,https://api.github.com/repos/symfony/symfony,cv65kr,2019-01-11 09:09:56 UTC,11275,1
https://github.com/symfony/symfony/issues/29848,symfony/symfony,https://api.github.com/repos/symfony/symfony,romaricdrigon,2019-01-11 10:42:31 UTC,11275,1
https://github.com/symfony/symfony/issues/29846,symfony/symfony,https://api.github.com/repos/symfony/symfony,ro0NL,2019-01-11 09:17:16 UTC,11275,1
https://github.com/symfony/symfony/issues/29842,symfony/symfony,https://api.github.com/repos/symfony/symfony,Niko9911,2019-01-11 05:14:21 UTC,11275,1
https://github.com/sequelize/sequelize/issues/10342,sequelize/sequelize,https://api.github.com/repos/sequelize/sequelize,greenkeeper[bot],2019-01-11 17:59:56 UTC,11135,2
https://github.com/sequelize/sequelize/issues/10341,sequelize/sequelize,https://api.github.com/repos/sequelize/sequelize,greenkeeper[bot],2019-01-11 17:19:19 UTC,11135,2
https://github.com/sampotts/plyr/issues/1312,sampotts/plyr,https://api.github.com/repos/sampotts/plyr,gp187,2019-01-11 08:48:59 UTC,11131,3
https://github.com/godotengine/godot/issues/24908,godotengine/godot,https://api.github.com/repos/godotengine/godot,avencherus,2019-01-11 10:56:32 UTC,11082,2
https://github.com/godotengine/godot/issues/24917,godotengine/godot,https://api.github.com/repos/godotengine/godot,Bombfuse,2019-01-11 18:41:26 UTC,11082,2
https://github.com/godotengine/godot/issues/24911,godotengine/godot,https://api.github.com/repos/godotengine/godot,ForLoveOfCats,2019-01-11 14:50:23 UTC,11082,2
https://github.com/godotengine/godot/issues/24902,godotengine/godot,https://api.github.com/repos/godotengine/godot,Atherz97,2019-01-11 01:50:05 UTC,11082,2
https://github.com/godotengine/godot/issues/24919,godotengine/godot,https://api.github.com/repos/godotengine/godot,FlamyAT,2019-01-11 19:04:06 UTC,11082,2
https://github.com/godotengine/godot/issues/24922,godotengine/godot,https://api.github.com/repos/godotengine/godot,miskatonicstudio,2019-01-11 19:47:16 UTC,11082,2
https://github.com/godotengine/godot/issues/24926,godotengine/godot,https://api.github.com/repos/godotengine/godot,bruvzg,2019-01-11 21:38:44 UTC,11082,2
https://github.com/godotengine/godot/issues/24901,godotengine/godot,https://api.github.com/repos/godotengine/godot,Cschlaefli,2019-01-11 01:32:04 UTC,11082,2
https://github.com/godotengine/godot/issues/24898,godotengine/godot,https://api.github.com/repos/godotengine/godot,alexfonseka,2019-01-11 00:02:55 UTC,11082,2
https://github.com/godotengine/godot/issues/24927,godotengine/godot,https://api.github.com/repos/godotengine/godot,isaacremnant,2019-01-11 21:43:54 UTC,11082,2
https://github.com/godotengine/godot/issues/24920,godotengine/godot,https://api.github.com/repos/godotengine/godot,YeldhamDev,2019-01-11 19:15:47 UTC,11082,2
https://github.com/godotengine/godot/issues/24910,godotengine/godot,https://api.github.com/repos/godotengine/godot,QbieShay,2019-01-11 13:52:10 UTC,11082,2
https://github.com/godotengine/godot/issues/24900,godotengine/godot,https://api.github.com/repos/godotengine/godot,xDGameStudios,2019-01-11 01:10:28 UTC,11082,2
https://github.com/godotengine/godot/issues/24916,godotengine/godot,https://api.github.com/repos/godotengine/godot,Bombfuse,2019-01-11 18:00:14 UTC,11082,2
https://github.com/godotengine/godot/issues/24915,godotengine/godot,https://api.github.com/repos/godotengine/godot,nazgum,2019-01-11 17:31:18 UTC,11082,2
https://github.com/godotengine/godot/issues/24906,godotengine/godot,https://api.github.com/repos/godotengine/godot,CuteGam3rGirl,2019-01-11 09:22:22 UTC,11082,2
https://github.com/godotengine/godot/issues/24929,godotengine/godot,https://api.github.com/repos/godotengine/godot,ElfEars,2019-01-11 22:48:28 UTC,11082,2
https://github.com/Automattic/mongoose/issues/7410,Automattic/mongoose,https://api.github.com/repos/Automattic/mongoose,NenadJovicic,2019-01-11 08:55:33 UTC,11062,2
https://github.com/Automattic/mongoose/issues/7411,Automattic/mongoose,https://api.github.com/repos/Automattic/mongoose,mhombach,2019-01-11 11:21:07 UTC,11062,2
https://github.com/ruanyf/es6tutorial/issues/791,ruanyf/es6tutorial,https://api.github.com/repos/ruanyf/es6tutorial,JiangMengLei,2019-01-11 08:10:21 UTC,11062,1
